InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C548375,22626,sparkling wine,-4,3/30/2011 16:39,8.5,14256,United Kingdom
548388,85038,artif. sweetener,3,3/30/2011 16:52,2.1,13268,United Kingdom
548400,82578,cat food,3,3/30/2011 17:33,0.55,17400,United Kingdom
548405,22822,cling film/bags,2,3/31/2011 9:48,5.95,17088,United Kingdom
548449,21035,frozen meals,6,3/31/2011 11:08,3.25,14911,EIRE
548450,21506,onions,12,3/31/2011 11:20,0.42,15856,United Kingdom
548451,22746,napkins,2,3/31/2011 11:25,2.1,17365,United Kingdom
548452,21314,frozen chicken,8,3/31/2011 11:37,2.1,13060,United Kingdom
548451,22636,yogurt,2,3/31/2011 11:25,8.5,17365,United Kingdom
548452,84849D,preservation products,12,3/31/2011 11:37,1.69,13060,United Kingdom
C548460,22626,sparkling wine,-2,3/31/2011 11:58,8.5,16801,United Kingdom
C548460,22624,organic products,-2,3/31/2011 11:58,8.5,16801,United Kingdom
548459,21380,salad dressing,6,3/31/2011 11:57,2.95,14890,United Kingdom
C548469,22624,organic products,-4,3/31/2011 12:32,7.65,14543,United Kingdom
C548487,22637,misc. beverages,-8,3/31/2011 12:57,2.55,14952,United Kingdom
548484,20724,detergent,5,3/31/2011 12:43,0.85,13571,United Kingdom
548492,20724,detergent,2,3/31/2011 13:14,0.85,17841,United Kingdom
548497,20724,detergent,12,3/31/2011 13:43,0.85,13089,United Kingdom
548502,22746,napkins,2,3/31/2011 14:17,3.29,,United Kingdom
548502,20724,detergent,39,3/31/2011 14:17,2.46,,United Kingdom
548504,21035,frozen meals,3,3/31/2011 14:33,6.25,,United Kingdom
548502,22326,beef,6,3/31/2011 14:17,6.63,,United Kingdom
548502,22624,organic products,1,3/31/2011 14:17,16.63,,United Kingdom
548504,84510a,snack products,1,3/31/2011 14:33,2.46,,United Kingdom
548505,22637,misc. beverages,1,3/31/2011 14:34,5.79,,United Kingdom
548505,22196,baby cosmetics,1,3/31/2011 14:34,1.63,,United Kingdom
548514,21035,frozen meals,4,3/31/2011 16:03,6.25,,United Kingdom
548514,84970s,honey,12,3/31/2011 16:03,2.08,,United Kingdom
548516,22196,baby cosmetics,1,3/31/2011 16:28,1.63,,United Kingdom
548516,37476,bathroom cleaner,1,3/31/2011 16:28,8.29,,United Kingdom
548516,85038,artif. sweetener,1,3/31/2011 16:28,4.13,,United Kingdom
548516,82578,cat food,1,3/31/2011 16:28,1.25,,United Kingdom
548516,21195,oil,1,3/31/2011 16:28,4.13,,United Kingdom
548516,21314,frozen chicken,3,3/31/2011 16:28,4.13,,United Kingdom
548516,21442,pudding powder,1,3/31/2011 16:28,1.63,,United Kingdom
548516,21385,spread cheese,2,3/31/2011 16:28,1.63,,United Kingdom
548516,21380,salad dressing,1,3/31/2011 16:28,5.79,,United Kingdom
548521,21212,meat,24,3/31/2011 16:41,0.55,17735,United Kingdom
548522,10135,photo/film,1,3/31/2011 16:43,2.46,,United Kingdom
548522,22061,instant coffee,1,3/31/2011 16:43,20.79,,United Kingdom
548522,22746,napkins,1,3/31/2011 16:43,4.13,,United Kingdom
548522,21314,frozen chicken,4,3/31/2011 16:43,4.13,,United Kingdom
548533,21278,baking powder,6,3/31/2011 17:17,2.55,13883,United Kingdom
548541,22746,napkins,2,3/31/2011 17:59,2.1,14957,United Kingdom
548544,22768,hard cheese,2,3/31/2011 18:49,9.95,14525,United Kingdom
548544,21385,spread cheese,120,3/31/2011 18:49,0.85,14525,United Kingdom
548541,82578,cat food,1,3/31/2011 17:59,0.55,14957,United Kingdom
548560,84970S,honey,24,4/1/2011 10:10,0.85,13468,United Kingdom
C548607,22637,misc. beverages,-1,4/1/2011 11:20,2.55,16700,United Kingdom
548612,21212,meat,1,4/1/2011 11:34,0.55,13137,United Kingdom
548612,21212,meat,5,4/1/2011 11:34,0.55,13137,United Kingdom
548612,22285,house keeping products,10,4/1/2011 11:34,1.65,13137,United Kingdom
548612,21385,spread cheese,1,4/1/2011 11:34,0.85,13137,United Kingdom
548612,21035,frozen meals,4,4/1/2011 11:34,3.25,13137,United Kingdom
548612,22695,specialty vegetables,2,4/1/2011 11:34,1.45,13137,United Kingdom
548612,22241,make up remover,4,4/1/2011 11:34,1.25,13137,United Kingdom
548614,22241,make up remover,3,4/1/2011 11:47,1.25,14419,United Kingdom
548614,10135,photo/film,4,4/1/2011 11:47,1.25,14419,United Kingdom
548617,21035,frozen meals,6,4/1/2011 11:50,3.25,16592,United Kingdom
548622,20724,detergent,10,4/1/2011 12:09,0.85,13636,United Kingdom
548622,21314,frozen chicken,8,4/1/2011 12:09,2.1,13636,United Kingdom
548621,22624,organic products,1,4/1/2011 11:54,8.5,16960,United Kingdom
548636,21506,onions,12,4/1/2011 12:29,0.42,15601,United Kingdom
548644,22241,make up remover,144,4/1/2011 13:02,1.06,15291,United Kingdom
548648,21212,meat,24,4/1/2011 13:20,0.55,12949,United Kingdom
548648,84970S,honey,24,4/1/2011 13:20,0.85,12949,United Kingdom
548642,22326,beef,1,4/1/2011 13:00,2.95,17287,United Kingdom
548655,22061,instant coffee,2,4/1/2011 13:47,9.95,15605,United Kingdom
548660,22695,specialty vegetables,12,4/1/2011 14:24,1.45,13169,United Kingdom
548664,22241,make up remover,12,4/1/2011 14:45,1.25,14911,EIRE
548663,22196,baby cosmetics,1,4/1/2011 14:44,1.63,,United Kingdom
548673,21314,frozen chicken,8,4/1/2011 16:18,2.1,13767,United Kingdom
548701,22196,baby cosmetics,15,4/3/2011 11:36,0.85,17629,United Kingdom
548708,22170,Instant food products,2,4/3/2011 12:41,6.75,13269,United Kingdom
548711,82578,cat food,1,4/3/2011 14:24,0.55,18116,United Kingdom
548712,22768,hard cheese,1,4/3/2011 14:42,9.95,17050,United Kingdom
548712,21035,frozen meals,2,4/3/2011 14:42,3.25,17050,United Kingdom
548714,22637,misc. beverages,1,4/3/2011 15:07,2.55,17337,United Kingdom
548712,21883,citrus fruit,6,4/3/2011 14:42,0.65,17050,United Kingdom
548712,22624,organic products,1,4/3/2011 14:42,8.5,17050,United Kingdom
548712,85049F,pot plants,12,4/3/2011 14:42,1.25,17050,United Kingdom
548714,84510A,snack products,1,4/3/2011 15:07,1.25,17337,United Kingdom
548714,84849D,preservation products,1,4/3/2011 15:07,1.69,17337,United Kingdom
548714,82578,cat food,3,4/3/2011 15:07,0.55,17337,United Kingdom
548715,21385,spread cheese,4,4/3/2011 15:22,0.85,17758,United Kingdom
548726,21314,frozen chicken,16,4/4/2011 9:38,2.1,13767,United Kingdom
548718,84849D,preservation products,72,4/4/2011 8:50,1.69,14156,EIRE
548728,20724,detergent,10,4/4/2011 9:55,0.85,13198,United Kingdom
548737,21212,meat,24,4/4/2011 11:18,0.55,12682,France
548744,22285,house keeping products,12,4/4/2011 12:07,1.65,17725,United Kingdom
548749,20724,detergent,10,4/4/2011 12:29,0.85,13004,United Kingdom
548749,21385,spread cheese,24,4/4/2011 12:29,0.85,13004,United Kingdom
548780,22637,misc. beverages,4,4/4/2011 12:37,2.55,13294,United Kingdom
548768,84509G,specialty fat,1,4/4/2011 12:34,3.75,17886,United Kingdom
548792,21212,meat,1,4/4/2011 12:42,0.55,14711,United Kingdom
548792,22326,beef,2,4/4/2011 12:42,2.95,14711,United Kingdom
548796,82582,whole milk,4,4/4/2011 12:42,2.1,15752,United Kingdom
548801,85038,artif. sweetener,12,4/4/2011 12:44,2.1,15289,United Kingdom
548801,22196,baby cosmetics,12,4/4/2011 12:44,0.85,15289,United Kingdom
C548851,21314,frozen chicken,-10,4/4/2011 13:14,1.85,15311,United Kingdom
548807,21380,salad dressing,36,4/4/2011 12:54,2.95,16422,United Kingdom
548859,20724,detergent,10,4/4/2011 13:32,0.85,13668,United Kingdom
C548857,21314,frozen chicken,-10,4/4/2011 13:28,1.85,15311,United Kingdom
548859,22953,dish cleaner,3,4/4/2011 13:32,1.25,13668,United Kingdom
548861,22196,baby cosmetics,12,4/4/2011 13:42,0.85,18185,United Kingdom
548860,22865,curd cheese,1,4/4/2011 13:38,2.1,13263,United Kingdom
548863,21380,salad dressing,3,4/4/2011 13:57,2.95,15311,United Kingdom
548893,20724,detergent,3,4/4/2011 15:54,1.63,,United Kingdom
548893,21314,frozen chicken,4,4/4/2011 15:54,4.13,,United Kingdom
548893,21035,frozen meals,1,4/4/2011 15:54,6.63,,United Kingdom
548893,22241,make up remover,7,4/4/2011 15:54,2.46,,United Kingdom
548893,22261,potato products,1,4/4/2011 15:54,1.63,,United Kingdom
548893,22326,beef,1,4/4/2011 15:54,5.79,,United Kingdom
548893,84970S,honey,8,4/4/2011 15:54,2.08,,United Kingdom
548894,10133,photo/film,1,4/4/2011 16:01,1.63,,United Kingdom
548894,21035,frozen meals,1,4/4/2011 16:01,6.63,,United Kingdom
548894,21212,meat,3,4/4/2011 16:01,1.25,,United Kingdom
548894,21801,rice,2,4/4/2011 16:01,0.42,,United Kingdom
548894,21314,frozen chicken,1,4/4/2011 16:01,4.13,,United Kingdom
548894,21385,spread cheese,2,4/4/2011 16:01,1.63,,United Kingdom
548894,22261,potato products,2,4/4/2011 16:01,1.63,,United Kingdom
548894,22739,nut snack,1,4/4/2011 16:01,3.29,,United Kingdom
548894,22865,curd cheese,1,4/4/2011 16:01,4.13,,United Kingdom
548894,22326,beef,1,4/4/2011 16:01,5.79,,United Kingdom
548894,84970S,honey,3,4/4/2011 16:01,2.08,,United Kingdom
548894,84510A,snack products,1,4/4/2011 16:01,2.46,,United Kingdom
548896,15044A,sauces,6,4/4/2011 16:21,2.95,13767,United Kingdom
548898,21713,liquor,4,4/4/2011 16:28,2.1,17214,United Kingdom
548896,21314,frozen chicken,16,4/4/2011 16:21,2.1,13767,United Kingdom
548899,21380,salad dressing,48,4/4/2011 16:31,2.55,15838,United Kingdom
C548908,21314,frozen chicken,-1,4/5/2011 8:25,2.1,18108,United Kingdom
548916,21212,meat,24,4/5/2011 10:07,0.55,14849,United Kingdom
548920,22326,beef,6,4/5/2011 10:19,2.95,13018,United Kingdom
548969,22326,beef,96,4/5/2011 11:01,2.55,14646,Netherlands
548977,22285,house keeping products,2,4/5/2011 11:54,1.65,,United Kingdom
548978,22626,sparkling wine,1,4/5/2011 12:08,8.5,15727,United Kingdom
548974,22636,yogurt,4,4/5/2011 11:47,8.5,15194,United Kingdom
548984,85049F,pot plants,1,4/5/2011 12:37,1.25,14546,United Kingdom
548987,21713,liquor,4,4/5/2011 12:50,2.1,14535,United Kingdom
548987,21385,spread cheese,24,4/5/2011 12:50,0.85,14535,United Kingdom
548987,22822,cling film/bags,2,4/5/2011 12:50,5.95,14535,United Kingdom
548992,15044A,sauces,6,4/5/2011 13:52,2.95,13089,United Kingdom
548991,20821,decalcifier,1,4/5/2011 13:48,4.95,16915,United Kingdom
548992,21204,ice cream,12,4/5/2011 13:52,1.65,13089,United Kingdom
548993,22637,misc. beverages,48,4/5/2011 13:56,2.1,12753,Japan
549014,22241,make up remover,5,4/5/2011 15:00,1.25,17841,United Kingdom
549012,84510A,snack products,10,4/5/2011 14:51,1.25,16394,United Kingdom
549015,21212,meat,24,4/5/2011 15:12,0.55,15244,United Kingdom
549015,22637,misc. beverages,6,4/5/2011 15:12,2.55,15244,United Kingdom
549014,20724,detergent,3,4/5/2011 15:00,0.85,17841,United Kingdom
549023,21385,spread cheese,4,4/5/2011 16:27,1.63,,United Kingdom
549023,22196,baby cosmetics,1,4/5/2011 16:27,1.63,,United Kingdom
549023,22531,toilet cleaner,1,4/5/2011 16:27,0.83,,United Kingdom
549052,84970S,honey,12,4/6/2011 10:19,0.85,17682,United Kingdom
C549050,21314,frozen chicken,-3,4/6/2011 10:17,2.1,13767,United Kingdom
549055,21212,meat,24,4/6/2011 10:33,0.55,13515,United Kingdom
549053,22636,yogurt,2,4/6/2011 10:20,8.5,13863,United Kingdom
549052,22170,Instant food products,4,4/6/2011 10:19,6.75,17682,United Kingdom
549099,82582,whole milk,1,4/6/2011 11:07,2.1,16241,United Kingdom
549099,22695,specialty vegetables,2,4/6/2011 11:07,1.45,16241,United Kingdom
549100,22746,napkins,1,4/6/2011 11:14,3.29,,United Kingdom
549100,20724,detergent,62,4/6/2011 11:14,2.46,,United Kingdom
549100,22326,beef,5,4/6/2011 11:14,6.63,,United Kingdom
549100,22624,organic products,1,4/6/2011 11:14,16.63,,United Kingdom
549115,84970S,honey,48,4/6/2011 12:41,0.85,13098,United Kingdom
549104,21380,salad dressing,2,4/6/2011 11:43,2.95,15311,United Kingdom
549116,84875D,red/blush wine,12,4/6/2011 12:49,1.25,16670,United Kingdom
549115,22196,baby cosmetics,24,4/6/2011 12:41,0.85,13098,United Kingdom
549115,21506,onions,24,4/6/2011 12:41,0.42,13098,United Kingdom
549118,22637,misc. beverages,4,4/6/2011 13:18,2.55,14911,EIRE
549123,21035,frozen meals,6,4/6/2011 14:02,3.25,15201,United Kingdom
549121,22910,soups,40,4/6/2011 13:33,2.55,17140,United Kingdom
549126,85038,artif. sweetener,2,4/6/2011 14:23,2.1,16031,United Kingdom
549148,84796B,tea,1,4/6/2011 15:31,12.75,14534,United Kingdom
549148,22822,cling film/bags,1,4/6/2011 15:31,5.95,14534,United Kingdom
549155,21461,turkey,1,4/6/2011 17:08,4.13,,United Kingdom
549155,22241,make up remover,4,4/6/2011 17:08,2.46,,United Kingdom
549154,22626,sparkling wine,2,4/6/2011 16:47,8.5,17690,United Kingdom
549155,22326,beef,2,4/6/2011 17:08,5.79,,United Kingdom
549155,84796B,tea,1,4/6/2011 17:08,8.29,,United Kingdom
549155,22626,sparkling wine,1,4/6/2011 17:08,16.63,,United Kingdom
549155,22546,UHT-milk,1,4/6/2011 17:08,0.83,,United Kingdom
549155,22955,cake bar,1,4/6/2011 17:08,4.13,,United Kingdom
549155,17084N,curd,2,4/6/2011 17:08,0.42,,United Kingdom
549155,21212,meat,1,4/6/2011 17:08,1.25,,United Kingdom
549155,21442,pudding powder,2,4/6/2011 17:08,1.63,,United Kingdom
549188,21314,frozen chicken,8,4/7/2011 10:10,2.1,13731,United Kingdom
549188,84849D,preservation products,12,4/7/2011 10:10,1.69,13731,United Kingdom
549235,22636,yogurt,3,4/7/2011 11:16,8.5,15530,United Kingdom
549234,22277,ketchup,1,4/7/2011 11:12,2.1,16515,United Kingdom
549235,21726,hair spray,8,4/7/2011 11:16,0.85,15530,United Kingdom
549237,22531,toilet cleaner,24,4/7/2011 11:29,0.42,13950,United Kingdom
549241,20724,detergent,4,4/7/2011 11:40,0.85,15719,United Kingdom
549240,85049F,pot plants,3,4/7/2011 11:37,1.25,15910,United Kingdom
549247,84970S,honey,24,4/7/2011 12:04,0.85,13752,United Kingdom
549246,72351B,canned fruit,100,4/7/2011 12:02,1.69,15939,United Kingdom
549249,22326,beef,6,4/7/2011 12:04,2.95,12423,Belgium
549250,22695,specialty vegetables,2,4/7/2011 12:10,1.45,14446,United Kingdom
549250,22531,toilet cleaner,6,4/7/2011 12:10,0.42,14446,United Kingdom
549251,84970S,honey,12,4/7/2011 12:16,0.85,14449,United Kingdom
549251,22326,beef,1,4/7/2011 12:16,2.95,14449,United Kingdom
549261,21385,spread cheese,12,4/7/2011 12:35,0.85,14903,United Kingdom
549272,82582,whole milk,72,4/7/2011 12:59,1.85,17133,United Kingdom
549278,21212,meat,9,4/7/2011 13:16,0.55,16255,United Kingdom
549277,22277,ketchup,1,4/7/2011 13:11,2.1,16469,United Kingdom
549276,21035,frozen meals,4,4/7/2011 13:11,3.25,16745,United Kingdom
549278,22170,Instant food products,2,4/7/2011 13:16,6.75,16255,United Kingdom
549283,22637,misc. beverages,6,4/7/2011 13:32,2.55,13005,United Kingdom
549289,84849D,preservation products,4,4/7/2011 18:09,1.69,14395,United Kingdom
549291,21506,onions,12,4/7/2011 19:05,0.42,16261,United Kingdom
549293,21928,condensed milk,2,4/7/2011 19:16,2.08,17883,United Kingdom
549294,22637,misc. beverages,1,4/7/2011 19:27,2.55,13230,United Kingdom
549293,21195,oil,2,4/7/2011 19:16,2.1,17883,United Kingdom
549295,21314,frozen chicken,3,4/7/2011 19:49,4.13,,United Kingdom
549295,22738,ham,1,4/7/2011 19:49,3.29,,United Kingdom
549295,22953,dish cleaner,1,4/7/2011 19:49,2.46,,United Kingdom
549295,22196,baby cosmetics,1,4/7/2011 19:49,1.63,,United Kingdom
549295,82582,whole milk,1,4/7/2011 19:49,4.13,,United Kingdom
549295,90177C,long life bakery product,1,4/7/2011 19:49,2.9,,United Kingdom
549296,22768,hard cheese,2,4/8/2011 7:37,9.95,14619,United Kingdom
549297,22636,yogurt,2,4/8/2011 7:49,8.5,18061,United Kingdom
549300,21385,spread cheese,24,4/8/2011 8:21,0.85,13362,United Kingdom
549299,21204,ice cream,12,4/8/2011 8:20,1.65,13995,United Kingdom
549301,22637,misc. beverages,6,4/8/2011 8:24,2.55,16643,United Kingdom
549300,21035,frozen meals,6,4/8/2011 8:21,3.25,13362,United Kingdom
549306,84970S,honey,12,4/8/2011 8:48,0.85,16837,United Kingdom
549305,21713,liquor,8,4/8/2011 8:40,2.1,15189,United Kingdom
549308,21314,frozen chicken,8,4/8/2011 9:13,2.1,13767,United Kingdom
549307,22739,nut snack,10,4/8/2011 9:08,1.65,15119,United Kingdom
549303,22326,beef,6,4/8/2011 8:27,2.95,18040,United Kingdom
549316,21212,meat,24,4/8/2011 9:54,0.55,12705,Germany
549316,21883,citrus fruit,12,4/8/2011 9:54,0.65,12705,Germany
549311,21314,frozen chicken,8,4/8/2011 9:25,2.1,14924,United Kingdom
549316,85049F,pot plants,12,4/8/2011 9:54,1.25,12705,Germany
549316,20724,detergent,20,4/8/2011 9:54,0.85,12705,Germany
549316,22326,beef,18,4/8/2011 9:54,2.95,12705,Germany
549321,22822,cling film/bags,2,4/8/2011 10:19,5.95,14243,United Kingdom
549429,21928,condensed milk,20,4/8/2011 12:06,2.08,17001,United Kingdom
549435,21212,meat,24,4/8/2011 12:33,0.55,12356,Portugal
549432,22822,cling film/bags,8,4/8/2011 12:20,5.95,14264,United Kingdom
549446,22637,misc. beverages,4,4/8/2011 13:14,2.55,17054,United Kingdom
549442,22326,beef,18,4/8/2011 12:56,2.95,16996,United Kingdom
549449,22170,Instant food products,4,4/8/2011 14:12,6.75,14227,United Kingdom
549522,22637,misc. beverages,8,4/8/2011 15:34,2.55,16873,United Kingdom
549471,84970S,honey,30,4/8/2011 14:39,0.64,17389,United Kingdom
549522,20724,detergent,20,4/8/2011 15:34,0.85,16873,United Kingdom
549524,21195,oil,8,4/8/2011 15:42,4.13,,United Kingdom
549524,20724,detergent,1,4/8/2011 15:42,1.63,,United Kingdom
549524,21945,cream cheese ,1,4/8/2011 15:42,1.63,,United Kingdom
549522,21035,frozen meals,6,4/8/2011 15:34,3.25,16873,United Kingdom
549524,21506,onions,2,4/8/2011 15:42,0.83,,United Kingdom
549524,21380,salad dressing,1,4/8/2011 15:42,5.79,,United Kingdom
549524,22261,potato products,4,4/8/2011 15:42,1.63,,United Kingdom
549524,84970S,honey,4,4/8/2011 15:42,2.08,,United Kingdom
549525,22261,potato products,2,4/8/2011 15:44,1.63,,United Kingdom
549525,22196,baby cosmetics,1,4/8/2011 15:44,1.63,,United Kingdom
549526,21928,condensed milk,3,4/8/2011 15:49,2.08,13630,United Kingdom
549526,84970S,honey,12,4/8/2011 15:49,0.85,13630,United Kingdom
549542,22778,canned vegetables,48,4/10/2011 11:11,3.39,15311,United Kingdom
549543,21385,spread cheese,2,4/10/2011 11:14,0.85,18118,United Kingdom
549542,21035,frozen meals,100,4/10/2011 11:11,2.75,15311,United Kingdom
549543,21713,liquor,4,4/10/2011 11:14,2.1,18118,United Kingdom
C549544,21035,frozen meals,-100,4/10/2011 11:15,2.75,15311,United Kingdom
549550,90123A,flower soil/fertilizer,1,4/10/2011 11:45,5.95,15038,United Kingdom
549548,21035,frozen meals,3,4/10/2011 11:35,3.25,13548,United Kingdom
549548,22953,dish cleaner,2,4/10/2011 11:35,1.25,13548,United Kingdom
549548,22196,baby cosmetics,1,4/10/2011 11:35,0.85,13548,United Kingdom
549555,21380,salad dressing,2,4/10/2011 12:52,2.95,13606,United Kingdom
549566,21713,liquor,4,4/10/2011 14:27,2.1,13610,United Kingdom
549567,21314,frozen chicken,2,4/10/2011 15:07,2.1,13632,United Kingdom
549568,84970S,honey,12,4/10/2011 15:09,0.85,15665,United Kingdom
549568,20724,detergent,10,4/10/2011 15:09,0.85,15665,United Kingdom
549568,21385,spread cheese,48,4/10/2011 15:09,0.85,15665,United Kingdom
549569,72351B,canned fruit,1,4/10/2011 15:15,2.1,15547,United Kingdom
549570,20724,detergent,3,4/10/2011 15:19,0.85,17550,United Kingdom
549570,90025A,hamburger meat,1,4/10/2011 15:19,3.75,17550,United Kingdom
549571,84970S,honey,12,4/10/2011 15:25,0.85,15655,United Kingdom
549573,22261,potato products,5,4/10/2011 16:01,0.85,14504,United Kingdom
549573,84849D,preservation products,1,4/10/2011 16:01,1.69,14504,United Kingdom
549572,21035,frozen meals,3,4/10/2011 15:32,3.25,17757,United Kingdom
549572,22865,curd cheese,6,4/10/2011 15:32,2.1,17757,United Kingdom
549575,21385,spread cheese,2,4/10/2011 16:04,0.85,13956,United Kingdom
549573,90123A,flower soil/fertilizer,2,4/10/2011 16:01,5.95,14504,United Kingdom
549575,85130C,kitchen towels,1,4/10/2011 16:04,1.65,13956,United Kingdom
549576,20724,detergent,10,4/11/2011 8:14,0.85,17069,United Kingdom
549577,22048,salty snack,25,4/11/2011 8:16,0.42,14286,United Kingdom
549575,85130C,kitchen towels,1,4/10/2011 16:04,1.65,13956,United Kingdom
549577,21506,onions,12,4/11/2011 8:16,0.42,14286,United Kingdom
549577,22746,napkins,6,4/11/2011 8:16,2.1,14286,United Kingdom
549577,22531,toilet cleaner,24,4/11/2011 8:16,0.42,14286,United Kingdom
549577,22546,UHT-milk,24,4/11/2011 8:16,0.42,14286,United Kingdom
549583,82582,whole milk,12,4/11/2011 9:46,2.1,15214,United Kingdom
549579,22822,cling film/bags,2,4/11/2011 9:18,5.95,15780,United Kingdom
549586,22326,beef,1,4/11/2011 10:00,6.63,,United Kingdom
549586,22746,napkins,1,4/11/2011 10:00,3.29,,United Kingdom
549586,20724,detergent,33,4/11/2011 10:00,2.46,,United Kingdom
549590,22955,cake bar,6,4/11/2011 10:09,2.1,13324,United Kingdom
549680,22326,beef,6,4/11/2011 13:02,2.95,12701,Germany
549681,21212,meat,24,4/11/2011 13:19,0.55,13881,United Kingdom
549682,84952B,shopping bags,6,4/11/2011 13:22,3.75,12596,Spain
549681,82582,whole milk,12,4/11/2011 13:19,2.1,13881,United Kingdom
549682,22326,beef,6,4/11/2011 13:22,2.95,12596,Spain
549690,82578,cat food,2,4/11/2011 13:41,0.55,17841,United Kingdom
549690,22326,beef,1,4/11/2011 13:41,2.95,17841,United Kingdom
549711,22326,beef,6,4/11/2011 14:07,2.95,13654,United Kingdom
549718,22636,yogurt,2,4/11/2011 15:03,8.5,13846,United Kingdom
549720,21204,ice cream,2,4/11/2011 15:25,1.65,14606,United Kingdom
549720,22118,bottled water,1,4/11/2011 15:25,4.95,14606,United Kingdom
549728,22768,hard cheese,2,4/11/2011 16:15,9.95,17799,United Kingdom
549732,23205,cookware,10,4/11/2011 16:47,0.85,15615,United Kingdom
549734,21212,meat,5,4/11/2011 17:12,0.55,16409,United Kingdom
549734,72351B,canned fruit,6,4/11/2011 17:12,2.1,16409,United Kingdom
549735,22636,yogurt,8,4/12/2011 8:42,7.65,13824,United Kingdom
549734,21204,ice cream,2,4/11/2011 17:12,1.65,16409,United Kingdom
549741,22061,instant coffee,2,4/12/2011 9:53,9.95,13655,United Kingdom
549737,23254,coffee,4,4/12/2011 9:03,4.15,13599,United Kingdom
549743,23205,cookware,10,4/12/2011 10:05,0.85,16186,United Kingdom
549771,21212,meat,12,4/12/2011 11:43,0.55,14669,United Kingdom
549771,22061,instant coffee,1,4/12/2011 11:43,9.95,14669,United Kingdom
549771,22196,baby cosmetics,2,4/12/2011 11:43,0.85,14669,United Kingdom
549789,20724,detergent,10,4/12/2011 12:00,0.85,17160,United Kingdom
C549824,21713,liquor,-3,4/12/2011 12:43,2.1,15189,United Kingdom
549825,22326,beef,6,4/12/2011 12:47,2.95,12463,Belgium
549831,82582,whole milk,12,4/12/2011 13:10,2.1,14844,United Kingdom
549831,22822,cling film/bags,4,4/12/2011 13:10,5.95,14844,United Kingdom
549835,22768,hard cheese,16,4/12/2011 13:24,8.5,17511,United Kingdom
549833,21204,ice cream,24,4/12/2011 13:19,1.65,13458,United Kingdom
549835,22170,Instant food products,12,4/12/2011 13:24,5.95,17511,United Kingdom
549843,21212,meat,24,4/12/2011 14:04,0.55,13157,United Kingdom
549844,22285,house keeping products,1,4/12/2011 14:17,1.65,12854,United Kingdom
549844,21385,spread cheese,6,4/12/2011 14:17,0.85,12854,United Kingdom
549847,21726,hair spray,12,4/12/2011 14:43,0.85,15358,United Kingdom
549851,22768,hard cheese,2,4/12/2011 15:08,9.95,16062,United Kingdom
549881,22636,yogurt,4,4/12/2011 15:30,8.5,14032,United Kingdom
549903,22261,potato products,10,4/12/2011 16:19,0.85,17576,United Kingdom
549903,22626,sparkling wine,1,4/12/2011 16:19,8.5,17576,United Kingdom
549903,21385,spread cheese,10,4/12/2011 16:19,0.85,17576,United Kingdom
549903,22170,Instant food products,4,4/12/2011 16:19,6.75,17576,United Kingdom
549909,21314,frozen chicken,8,4/12/2011 16:43,2.1,15777,United Kingdom
